bas_raw,haystack
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5009 Kitchenette/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5011 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5013 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5101 Work/Copy/Print/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5103 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5105 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5107 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5109 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5111 Admin Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5113 Dean Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Max CO2 Level","max co2"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5117 Conference/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5119 Dean Suite/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Max CO2 Level","max co2"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5201 Classroom/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5202 Reception/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Run","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Run Request","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/Schedule","cmd"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5204 Reception Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Fifth Floor/VAV Room 5205 Classroom/Airflow","vav air flow sensor"
